review_description,polarity,Sentiment
service bad send money back make complaint complaint number,-0.32499999999999996,Negative
reasonable fast easy process last,0.20833333333333334,Positive
bad worst take full convenience confirm ticket give voucher applicable also,-0.4499999999999999,Negative
bad service amount days show refund process service false commitment,-0.5499999999999999,Negative
mostly bus instant support bad behaviour bus staff time bus track doesnt work,-0.06666666666666661,Negative
everyone small advice side ever ticket scheme please dont make mistake two account rather two different two scheme simply trick confirm one ticket keep ticket benefit doesnt return amount ticket fare one confirm,-0.08333333333333333,Negative
worst last moment bus ticket even repeat follow one support respond positively totally waste money,-0.39999999999999997,Negative
reasonable price good service thank trip special,0.41904761904761906,Positive
stay away never get support timely team option speak service face bus may provide coupon code eyewash last vain spend nice thorough research spend bite thereby enjoy trip also never add breakfast option theyll charge like elephant provide bread slice disgust,0.3333333333333333,Positive
worst didnt provide refund amount call back reach dont every fraud cheat,-0.5,Negative
fake commitment fake cancellation policy drop refund amount check one day check care service deny refund amount,-0.5,Negative
seat reach bus traveller office seat provide seat unknown person worst experience fraud,-0.55,Negative
many time time stick wait list,0.5,Positive
worst experience cancel server issue go wrong mobile well mode able cancel flight refund due bad service call support one link people send comment link also work raise complaint none link respond,-0.3541666666666666,Negative
quick easy pleasant reasonable,0.425,Positive
worst experience full payment check mention dont collaboration stand unknown city without help money stick believe fraud company wrong information regard trip also try delete actual,-0.25,Negative
try apply payment pay full amount option resolve domestic process,0.175,Positive
lose ticket experience inconvenient fraud priority lose money still pend,-0.6,Negative
flight never refund back money sit cash even though payment page plethora coincidence,0.0,Positive
worst type dont care money another worst base looter close check night somehow possible nearby transit group pay show offer accommodation bad breakfast namesake else,-0.7,Negative
great every state place best budget mostly every good hospitality,0.75,Positive
great travel experience car neat clean interior drive well mannered helpful,0.5833333333333334,Positive
face lot trouble due policy double amount day cant reschedule due network issue time day didnt extend money kind genuine able trust future better pay little bite extra amount trouble,0.096875,Positive
recently bus ticket base bus journey totally disappointment seat didnt wasnt keep point make time money tiresome,-0.475,Negative
proper way contact support one stick unable cancel even,-0.25,Negative
every well advance,0.0,Positive
worst travel available aroma horrible worth per room request change property accord payment straightly say policy get support unhygienic like stable jungle fake,-0.26666666666666666,Negative
show less price first try final pay huge very high high price property less amount room huge commission take,0.13558333333333336,Positive
train ticket give preference lower give give lower seat please preference father mother able climb upper seat please,0.25,Positive
easy enough ensure right good work team,0.3547619047619047,Positive
regular many show huge amount another,0.30000000000000004,Positive
fraud never havent receive refund even mail call several time theres person care handle bot call call care way communication company close,0.0,Positive
auto select leave also make clear seat selection screen barely visible color cod distract helpful vary,0.07500000000000001,Positive
bus ticket default board point take unable edit board point worst ever,-0.75,Negative
room west do complementary breakfast available tell pay extra night get complementary also good show horrible experience name south fern,0.025000000000000022,Positive
great experience property provide service great staff property really great talk discount get great deal like next thank,0.64,Positive
dont bad experience support cannot call complain,-0.6999999999999998,Negative
great application ahead without hesitation great one,0.8,Positive
last week every good review star go trip stay feel big mistake check real condition every year feel bad experience trip suggest please,0.040000000000000015,Positive
worst support service one cannot easily reach agent date money refund also clear,-0.15555555555555553,Negative
fraudulent one money service complain write money days money play dont know still please take strict action soon possible request may next victim,0.006249999999999999,Positive
worst experience ever able contact refund right bank able contact number give less try several time last get contact service call rudeness worst want refund never recommend anyone,-0.11011904761904762,Negative
portal check actual quality randomly add old dirty nasty give star also bad experience care wherein cancel refund amount issue even consider never get call back care properly worst experience absolutely trust worthy,-0.3166666666666666,Negative
cab airport payment guy unreachable never ride way raise complaint claim refund support provide call center happy quite terrible,-0.15,Negative
ticket extra reservation charge ticket confirm service provide case entire amount secondly voucher provide days total mislead advertisement also advice bad experience,-0.13999999999999996,Negative
application log automatically able login thank god keep otherwise could problem cant continue try make trip trustworthy,0.5,Positive
worst support call since days response care number never ever reply give less wont support provide link register complaint days close without inform fraud,-0.48888888888888893,Negative
room confirm get mail message get call tell dont room cancel then many time say refund non policy cheat lodge complaint beware care work link work,0.1,Positive
instead issue case close agent worst experience ever bad experience time owner tell dont collaboration also vacant room waste mine felt unsafe uncomfortable new place please avoid,-0.45272727272727264,Negative
application last one month last week flight ticket pay extra zero try cancel show refund amount less zero cancellation reach care experience,-0.041666666666666664,Negative
worst experience ever try train enter payment amount go wrong available application dint even get message regard amount account worst unable find care number talk representative find link,-0.52,Negative
pathetic zero support care talk voice issue bus one listen provide solution definitely suggest everyone never prefer wish give negative rat,-0.43333333333333335,Negative
worst experience ticket reason one day prior journey still deduct try contact care days call connect pathetic service,-0.6666666666666666,Negative
forget add baggage immediately support incredibly helpful process utmost patience loyal tribe member decide request free seat along perk come membership delight request seat also additional charge dedication assist commitment tribe like,0.5444444444444444,Positive
biggest cheater ever tell like scam dont trust get check different show different scam better offer get direct dont trust example super star scam didnt receive call support,0.18666666666666668,Positive
care less ticket train get due unknown ticket refund full amount dont try care number last connect executive previously fight get refund,-0.03472222222222222,Negative
biggest local transport experience ticket give track link board point care number number bus number exactly report except care number responsive driver pick lie somewhere else instead board point actually wait,0.08333333333333333,Positive
last simply dont recommend one need show trip go wrong helplessly show trip tab totally,-0.125,Negative
never days stay via totally dead beat find support team send incomplete information suppose check refund amount cancellation directly tell even didnt update even notification limit worst,-0.3666666666666667,Negative
provide proper bank also still get amount back one worst worst days still receive amount also respond worst worst case press one connect phone get disconnect remove play store encourage type worst ever,-0.7142857142857143,Negative
zero care stay check tell dont take care immediately tell query sort zero response try talk care call connect go sure,0.5,Positive
worst care service help like make trip much better please dont wont resolve regard,-0.25,Negative
poor service accountability first time frequent traveller face lot connect support raise ticket promise call back however days entire trip end mood rediscuss call pretend many time due full however help,0.08437499999999999,Positive
worst experience they inform havent tie care tell theyll arrange another another min min say cannot provide range theyll refund amount suggestion see review think twice,-1.0,Negative
nine highway nearby spot transportation dont vehicle trouble breakfast always old poha dinner strict service late due less staff tourist force discipline eat point nearby dont vehicle better stay taxi fro day,-0.03194444444444444,Negative
fully instant refund wallet money yet wallet page even load try page load also try make new amount available money yet lose huge scam havent see link proceed,0.23409090909090913,Positive
one worst experience face today travel confirmation travel get call traveller say alternate bus horizontal horizontal bus yet schedule time almost give call tell contact traveller seriously feed,-0.4444444444444444,Negative
pathetic doesnt even give confirmation cab page remain auto detect location work,-1.0,Negative
train cancel refund amount didnt account show cancel section train click show cancel payment status show didnt expect happen get money,0.0,Positive
worst money incident find flight get ticket try reach care date change half price ticket seriously dont recommend anyone flight dont know bug,-0.5,Negative
show mislead information property dont give compensation inconvenience cancel service awful refund process hectic within time better make trip else directly,-0.13333333333333333,Negative
proper grievance system could reach care executive despite call multiple time response system cannot address box like parent company driver assign apart contact executive entire time,0.0,Positive
uninstalled support close without proper resolution contact number team way communicate recommend directly also huge never,0.1666666666666667,Positive
bad experience convince fee time refund will take ownership support respond refund request ticket since may one answer resolve convince fee fraud,-0.6999999999999998,Negative
ticket ago receive refund yet dont capacity give even one standard level leave alone one within system,0.0,Positive
poor transaction amount havent receive refund yet many direct contact care representative also issue number provide tape never care representative,0.06666666666666667,Positive
try bus technical decline money stick want bus get refund also support team find support team click support team option show unavailable error cant understand,0.0,Positive
one best update coupon well,1.0,Positive
worst allow delete travel history,-1.0,Negative
worst ever see show available train wait list confirm,-0.3,Negative
experience perfect weekend getaway,1.0,Positive
page full proper support address issue,0.175,Positive
worst ever money take able ticket support,-0.25,Negative
really good experience easy thank,0.5666666666666667,Positive
worst bus show bus return bus fare,-1.0,Negative
instead deduct amount take days return,0.0,Positive
time cant find cab option completely less,-0.16666666666666666,Negative
great experience stay family,0.8,Positive
highly recommend prompt highly efficient service,0.16,Positive
worst number time feel consumer court problem face,-1.0,Negative
fraud never assist never via care dont care number find number try call call automatically drop request people dont see discount discount make fool,0.0,Positive
accept amount also also could get room alternate simply say sorry help entire family roam search night pay time cost last minute totally disappoint help problem side worst experience believe,-0.21428571428571427,Negative
worst service voice support dont,-1.0,Negative
bad please dont depend like trip train else,-0.6999999999999998,Negative
option connect care ticket refund whereas tell check agent care wait time min response contact please dont help even request didnt see request close request please dont,0.0,Positive
pathetic ticket berth allotment collect money people think complaint consumer forum click check box also click one lower berth available come worst service personally suggest switch service kindly contact resolve issue,-0.21666666666666665,Negative
extremely unsatisfactory make reservation stay amount deluxe suite however upon enter assign deluxe room instead price reach support team discover information regard issue,0.35833333333333334,Positive
better available lock option automatically whenever price since long time flight lately frequently,0.2375,Positive
excellent good,0.85,Positive
cant worst platform bis zero ticket cancellation policy worst cant find care easily various bus dont satisfy,-0.6666666666666666,Negative
raise service request still resolution provide even sla also request team kindly check supply team resolve issue without worry edit raise ticket provide link provide please check priority,0.6,Positive
stupid within lot confusion,-0.7999999999999999,Negative
good flight train one less star regard information particular trip best short one stop travel web search,0.33999999999999997,Positive
service good recently holiday package holiday connect make trip find look receive link message find list also wont direct holiday page,0.26666666666666666,Positive
worst application ever make fun dont direct support phone call also cannot get code fool,-0.19999999999999998,Negative
worst room room money care tell money within still didnt get money back days ago dont never promote also,-0.5,Negative
able modify try call care response also put call hold,0.5,Positive
staff rude shalom due emergency refund money simple tell get touch team send mail team hit pathetic experience do many refund do amount big staff,-0.15416666666666667,Negative
application good family travel price good travel,0.7,Positive
absolutely without notice switch bus different price communication whatsoever lack service equally disappoint,0.06666666666666667,Positive
worst service ever site able cancel modify ticket would suggest everyone dont,-0.25,Negative
much available thank,0.4,Positive
pathetic service care people tell youd full refund cancel flight due theyre half refund claim didnt tell full refund trustworthy people resolve issue without proper resolution better avoid future,-0.011458333333333334,Negative
poor let update profile image try delete account wrong even try twice correct,-0.45,Negative
bus price high blanket give winter bus stop worst food high cost dont want recommend anyone ever,-0.22666666666666666,Negative
cant find support portal contact person define link also dont work,0.0,Positive
poor experience try option give make payment could proceed furthersome,-0.4,Negative
recently first less also good room good happy,0.45666666666666667,Positive
try bus enter open bus automatically,0.0,Positive
dont flight cancel give also even though bad experience date havent receive refund,-0.6999999999999998,Negative
new bus ticket get except bus registration number moreover time board enter genuine review dont personal problem dont install bus,0.1787878787878788,Positive
free seat allotment do automatically middle give your give link allow option available blank send correct information resolve first try link give check option available let know really want worst,0.08125000000000002,Positive
one regard travel portal well fight great experience great experience towards service also good service respective easy trouble,0.4222222222222222,Positive
nice many like,0.55,Positive
number one fraudulent money want ask highlight support say lot suggestion dont charge lot cancel dont refund want complain support,0.0,Positive
take dont inform forward venue face,0.0,Positive
pathetic hopeless able resolve issue name mismatch,-0.25,Negative
performance good clarity recently flight ticket ticket cant receive print ticket option available,0.3666666666666667,Positive
dont type room reach tell sorry room available dint get money back also cheater dont want west money service refund money since one hand half month,-0.06666666666666665,Negative
best find place anywhere dont worry lose find best place love,0.8333333333333334,Positive
room didnt give room say price less care didnt resolve issue finally another refund please dont suffer give price offer,-0.08333333333333333,Negative
refund till today already days,0.0,Positive
worst bus service ever double hygiene overcrowd point proper stoppage wrong bus even rat,-0.375,Negative
start charge extra base non transparent also say stay completely waste private never,-0.25,Negative
excessive disappoint experience service satisfactory help feel disappoint onslaught transaction upon creat account deluge promotional sheer volume frequency quickly overwhelm find constantly without even open,0.016666666666666663,Positive
think pathetic money get account care say receive money highly link work,-0.42,Negative
extremely intrusive keep send hell lot privacy show never change notification neither sell regard privacy mark junk dont fix issue shall soon,-0.125,Negative
passenger issue get disable submit complaint,-0.3,Negative
way submit rat reschedule date international flight many time answer care tell contact air air tell contact agency careful,0.13333333333333333,Positive
pathetic receive voucher receive call reschedule bad recommend anyone,-0.8499999999999999,Negative
worse service try login time always instant dont technical,-0.13333333333333333,Negative
almost point call keep care number initially one stop solution today feel like finally possible would give zero star,0.0,Positive
reach see response available since last helpful might change look feel underly business bad service,-0.09999999999999994,Negative
worst experience cancel bus journey days problem resolve cancellation worst service service dont provide contact number,-1.0,Negative
dont dont proper management disgust experience service cant contact anyways havent refund yet try connect connect way train ticket wasnt confirm yet havent receive refund amount disgust service wont recommend even case,0.0,Positive
travel,0.0,Positive
firstly consider lucky reach service luck get hold dont care,0.29166666666666663,Positive
good service friendly service,0.5375,Positive
option contact service train refund need money back bank account option transfer money cash say next cant transfer dont cash money bank account get like food definitely delete recommend anyone,0.0,Positive
worst flight money receive unsuccessful wait havent receive yet costumer service get raise complaint get also,-0.65,Negative
totally ruin days super capital tower full payment advance almost stay least immediately executive phone wait hour representative simply deduct donation road old,0.08055555555555556,Positive
worth ticket payment get deduct bool confirm also didnt get refund get message receive,0.3,Positive
good easy convenient suggest near station,0.41111111111111115,Positive
great easy interface,0.6166666666666667,Positive
load trichy less,-0.16666666666666666,Negative
want reach care refund support link section way reach care connect,0.0,Positive
horrible service transfer bank work simply reload call call center behave rudely cut call support also two,-0.35000000000000003,Negative
great experience since dependent stay bus,0.8,Positive
tough get resolve straightforward way contact support,-0.0069444444444444475,Negative
refund issue past days one helpful rude behaviour bad experience please via worst experience refund big amount help response,-0.45,Negative
long time disappoint service make due weather government advisory travel cancel refund agree get response yet try call service number able talk care executive pathetic,-0.16875,Negative
worst experience ever dont provide refund even days cancellation make fool help desk one text also also harass respond want refund,-1.0,Negative
poor service support option contact regard refund yet receive,-0.4,Negative
horrible support one listen still wait refund last minute cancellation do cant open link days refund response whats wrong support number follow like idiot end call,-0.45999999999999996,Negative
one good service suck like service resolution disappoint loyal,0.5166666666666666,Positive
receive coupon worth consecutive coupon never work claim dont give valid coupon complete fraud even care number,0.2,Positive
although select passenger search amount reflect select flight per passenger total charge number select,0.0,Positive
worst worst worst please dont account also try reach support error cant ask money anybody,-1.0,Negative
check time room selection display option,0.0,Positive
flight due operational seven still wait refund insurance option contact service representative,-0.125,Negative
really nice better service cost less thank,0.31111111111111117,Positive
excellent best one stop spot travel need,1.0,Positive
great get lot even get cash answer regard one best,0.9,Positive
name character length full name exceed validation able ticket mobile,0.425,Positive
flight stop airport team ticket ticket time board team suppose receive receive mistake upon detect amount shiny,0.0,Positive
support number work cash facility waste money work also refund process fake,-0.35,Negative
good holiday find best,0.85,Positive
nice friendly good interface good genuine portal,0.5549999999999999,Positive
worst experience bus get information satisfy new bus service want refund soon possible,-0.2878787878787879,Negative
good experience competitive,0.7,Positive
business resort never tie travel like intention near future recently list business resort,0.03333333333333333,Positive
worst refund money support number,-1.0,Negative
worst experience recently journey third class raise concern close request without resolution need refund semi sleeper seater bus hour journey bad experience,-0.42499999999999993,Negative
unable see current despite payment confirmation mail mail,-0.25,Negative
amt didnt get amt response care,0.0,Positive
worst refund give accord opt free cancelation around,-0.3,Negative
bad service access confirm,-0.6999999999999998,Negative
option search show previously,-0.16666666666666666,Negative
great experience affordable great,0.8,Positive
wonderful experience keep good feel,0.85,Positive
travel work stop automatically great,0.8,Positive
easy quite friendly,0.4041666666666667,Positive
fraud back check get get alternative assure wont cancel last moment responsibility alternative accommodation instead receive unwanted reply pathetic care worst experience wont escalate issue higher authority,-0.35,Negative
excellent easy effective,0.6777777777777777,Positive
cant see try time,0.0,Positive
worst trip ticket due putt wrong immediately still refund refund amount message worst rather,-0.65625,Negative
heck support number could reach clarify shady portal turn transparency trap let deal response provide direct link old portal bus need express rationale look,-0.016666666666666663,Negative
trip information alternative,0.0,Positive
price increase search great,0.8,Positive
fantastic experience good job keep always one first ever application would first,0.4,Positive
service bad room unfortunately room amount satisfy,-0.5999999999999999,Negative
pathetic total manual require cant imagine kind era,-0.13333333333333333,Negative
see available ticket give refresh option,0.4,Positive
facility every step smooth wrongly room pax instead one prefix want change cannot find option make phone number ask,-0.04999999999999999,Negative
less cancel last minute cite technical make pay,-0.05555555555555555,Negative
worst ticket want cancel cancel service also respond ticket trip show,-1.0,Negative
want case worst worst dont cheap cancellation didnt give dont get refund dont install disgust help,-0.5333333333333333,Negative
excellent service great service excellent service celebrate,0.9333333333333332,Positive
take full amount still refund amount support function,0.35,Positive
sort also support see either chat number,0.0,Positive
wonderful experience great happy,0.8666666666666667,Positive
great maybe could provide train schedule tracker good feature,0.75,Positive
raise quarry regard stay quarry close without give reason,0.0,Positive
worst full waste time money high convenience fee weak support,-0.213,Negative
smooth process,0.4,Positive
support close support worse bad,-0.5499999999999999,Negative
worst someone fraud account mobile number fraud support,-1.0,Negative
show cheep price always select fight higher price,0.25,Positive
worst care service flight get didnt receive full credit shell even full amount credit shell try reach care robot keep repeat call wasnt representative worst,-0.325,Negative
bitter experience room property say sell speak care say arrange alternative far place last cancel till resolve need money immediately able speak care manager please solve,0.125,Positive
worst experience room family advance long tip midnight say connection dont install garbage,-0.525,Negative
start journey without plan make journey easy easily also train,0.43333333333333335,Positive
worst there care support receive call everyone pretend like cant hear voice everyone tell hear everyone please dont install lose money,-1.0,Negative
terrible cab service along flight able enter destination location cab service keep error serviceable data find chat support really horrible repeat without understand flight arrival cab pick airport time reality cab never fare already advance star good,-0.2,Negative
go still havent get refund fake care bad service dont trust,-0.5999999999999999,Negative
give little bite discount functionality need urgent revamp proper support act inconsistent error come without proper description actual issue unable update mobile number well good improvement many,0.0732142857142857,Positive
fraud company worst experience ticket reach board point get know ticket also get prior information also company refund money also contact company executive discuss problem,-0.5,Negative
easy service support excellent,0.7166666666666667,Positive
data even contact sync,0.0,Positive
worst care service never return money back,-0.5,Negative
bus find bus location travel non bus many refund payment also support cheat,0.5,Positive
worst application ticket show contact service say money safe receive money within days still day receive money try reach care available worst service,-0.275,Negative
bad refund amount although cancel well check,-0.6999999999999998,Negative
time best price,1.0,Positive
excellent good best way travel discount budget way helpful,0.9,Positive
fast cheap satisfy,0.30000000000000004,Positive
chat bot way contact care call,0.0,Positive
worst experience last refund service available query resolution,-0.19999999999999998,Negative
nice compare get cheap like,0.5,Positive
flight select end wrong support,-0.5,Negative
good platform provide,0.7,Positive
easy price,0.43333333333333335,Positive
way contact support chat call,0.0,Positive
unclear hard understand waste due unclear option support,-0.20555555555555557,Negative
see right side,0.2857142857142857,Positive
never never receive fully confirm care worst,-1.0,Negative
call center response days still refund amount show wallet link support send give phone number,-0.1,Negative
horrible experience full price advance still check emergency get support compensation trouble help line number fool around,-0.2833333333333334,Negative
never bus people ticket confirm bus stop night bus conductor say tick morn neither bus conductor inform double give passenger cancel say refund middle night,0.0,Positive
worst site refund month proper reply didnt even get money,-0.5,Negative
biggest fraud platform ticket bus people top pickup give lot ask board place non staff never suggest one ticket platform,0.5,Positive
dont trust give site doesnt play role authenticity day per clean food good star good passage smell like toilet wall fall every break dirty need search shift pathetic refund,0.022222222222222216,Positive
always experience much,0.2,Positive
bus come get get know bus without information night pathetic,-1.0,Negative
thank service support within min good manner,0.7,Positive
work properly bus open automatically close fix first,0.08333333333333333,Positive
perfect provide regular,0.5,Positive
dont install show confirm wait list waste support bad response,-0.44999999999999996,Negative
time crash say try later error,0.0,Positive
totally worse regular face face issue regard check policy know forget money also help support support never trust know cheat people never trust family otherwise get big big trouble,-0.12000000000000002,Negative
provision provide feedback bus,0.0,Positive
pathetic experience request never bus one hear concern,-1.0,Negative
travel keep hide final cost ticket come huge extra cost,0.13333333333333336,Positive
best one stop regard travel best,1.0,Positive
superb application good discount,0.85,Positive
friendly clear accurate information,0.2916666666666667,Positive
pathetic service provide resolution towards also direct contact service case emergency situation would recommend everyone mislead people away money profit,-0.45,Negative
sri sai regency pay clean check one hour good stay family register complaint give back money dont,0.19166666666666665,Positive
good best hospitality,0.85,Positive
year ticket number air non worst experience even give refund fraud money fool,-1.0,Negative
travel travel nice clean accurate appreciate,0.45555555555555555,Positive
easy navigation great,0.6166666666666667,Positive
worst service take money ref stay take payment also ask return ref return,-1.0,Negative
easy provide competitive price,0.43333333333333335,Positive
thankful easy simple plan journey,0.21666666666666667,Positive
worst fraud company ticket chart prepare ticket didnt get confirm return voucher valid days fraud scheme return forge people corrupt,-0.75,Negative
never well,0.0,Positive
dont like service seat bus didnt get information contact bus driver behavior rude say refund money days days money feel,-0.3,Negative
several time across country trust worth similar,0.09999999999999999,Positive
great fast great business,0.6,Positive
make mistake flight wait refund flight cancellation,0.0,Positive
bad experience recent desert cant accept kind renowned resort close one inside call owner directly people open show fake fraud never ever horrible experience family baby,-0.21428571428571427,Negative
cheater cab driver come return advance receive,0.0,Positive
travel stay personal let random people receive date give without knowledge respect privacy stay without think choose platform,-0.25,Negative
worst experience train show available show wait cancellation,-0.3,Negative
option connect care let know error,0.0,Positive
intuitive smooth interface competitive,0.4,Positive
midnight properly owner accept very horrible extra pay due past midnight refund still receive,-0.275,Negative
come care number available anywhere unable connect care,-0.04999999999999999,Negative
easy good friendly,0.5027777777777778,Positive
provide cheap rate reward,0.4,Positive
proper support unable,-0.25,Negative
new bee flight journey lean hassel free travel best price,0.5121212121212121,Positive
great reasonable happy,0.6,Positive
less make advance entry service guy hang twice search another late night make get refund yet never rely make direct,-0.12222222222222223,Negative
travel available phone without inform contact sync disable trip feature disable issue try contact support receive proper response,0.2,Positive
completely scam try family around available moment every one magically turn wait list scam also cancellation cancel,0.3333333333333333,Positive
prepayment property cit reason full refund story never lose hard money trouble since infant never ever make fake,-0.16041666666666668,Negative
get show different get try seek help time day check take feedback form message get back havent literally writ also attach still reply even time,0.0,Positive
worst travel voucher policy confirm feature fool people feature pay extra amount ticket per policy get refund like ticket refund get fully amount get bank account convince plus amount give travel voucher valid support,-0.5,Negative
worst ever possible connect support executive service either automatic provide cover twice date change month extra amount yet back account cancellation also amount account reality do never recommend,-0.25,Negative
worst service fraud last moment make false promise refund refund time come put many close query,-0.22500000000000003,Negative
good easy flight train,0.5666666666666667,Positive
cancellation facility open trip page want cancel show trip page fraud,0.0,Positive
poorly run company poor send every default trip amount cancellation continue send trip install would suggest delete account,-0.4,Negative
travel friendly smooth easy operate,0.40277777777777785,Positive
disappoint failure fulfill loyal unlock free night stay offer specific number decision stick however present able get offer inability uphold commitment completely unacceptable request address promptly loyalty stake ill switch resolve link,0.06458333333333333,Positive
available,0.4,Positive
first bus ticket trip pleasantly discount get easy lot bus also smooth get good deal fare also live status bus flight web would recommend anyone look,0.44217171717171716,Positive
need gadget friendly,0.375,Positive
worst log referral deliberately allow bus journey,-1.0,Negative
worst ever get two time never,-1.0,Negative
short great experience dependable fulfill,0.4,Positive
try ticket money get account show manage care contact provide raise concern contact provide,0.0,Positive
worst nightmare decline confirm provide literally without proper support company shock lot list available even actually vacancy,-0.15,Negative
poor care focus care personnel support talk show chat lead almost lose due proper doesnt work cancellation time experience request unsupported focus get remove urgently,-0.17500000000000002,Negative
recently stay train dad give flat discount two general train fabulous train time platform drop father destination,0.10625000000000001,Positive
worst experience money keep say didnt get keep care good better check please dont,0.06666666666666665,Positive
name location per take place number tell name ark place better slum many disgrace fraudulent stay do good service icon scam,0.5666666666666667,Positive
finally many able connect support service need improvement cancellation happen fix thank,0.5,Positive
turn scan receive refund form transfer bank repeatedly try get back bank account transfer option work support worst ever,-0.5,Negative
dont see option review bus operator recent journey bus also doesnt work search menu instead actual bus operator,0.0,Positive
train show available status take money first dont care much,0.2833333333333334,Positive
worst support ever care doesnt even show voice assistant list else suppose connect support steal money point,-1.0,Negative
worst experience payment page work due unable pay try reach care proper option reach even link also work,-0.40625,Negative
havent receive flight money since last hope resolve soon slow response happy,0.16666666666666666,Positive
terrible support system raise request without solution complain close whenever try contact support number difficult reach care number try contact care could find care number,-0.75,Negative
two flight yet receive refund status regard refund even proper way contact care,0.0,Positive
recent trip face issue however support step alternative transition new smooth dedication issue promptly experience reliability efficiency transform could disappoint situation positive one kudos team exceptional service,0.286060606060606,Positive
worst experience two bus ticket bus provider even stop service month back funny even contact bus operator get refund absolutely poor,-0.2875,Negative
credibility amount lock price yet price rise way complaint reply cannot complaint even someone trust large amount thank poor service loot hard money,-0.21547619047619046,Negative
option contact like contact number make full refund refund,0.35,Positive
show expensive normal show par rat show first experience worst could less,-0.25333333333333335,Negative
advisable scam cheat badly show available sky rocket like flight railway ticket cheat lucky two confirm get excellent confirm show confirmation check,0.25833333333333336,Positive
never allow less money visit receive confirmation copy payment please dont waste time,-0.18333333333333335,Negative
worst ever choose stay way contact care feedback form doesnt work stay trustworthy choose one reflect,-1.0,Negative
support link provide form submit say dont link write detail abroad access link,0.0,Positive
multiple travel valuable right every trip recommend everyone couple also never get disappoint far service also supportive,0.22142857142857142,Positive
great experience friendly interface also simply awesome easy search everyone try least,0.4616666666666667,Positive
dont install worst clearly state day travel check confirmation say dont lot issue confirm refund value outside respond dont cry,-0.3,Negative
stay didnt get even though take long time find many contact way dont respond bad experience,-0.08333333333333327,Negative
worst dont proper service assistance bus track work dont send driver bus worst,-0.6666666666666666,Negative
best travel portal ever make definitely try well fair lesser interface smooth friendly like support team well connect resolve issue quickly,0.4011904761904762,Positive
worst experience automatically dont reply provide alternate less rat like give,-0.3888888888888889,Negative
service worst false notification flight update full schedule flight genuine review,-0.16250000000000006,Negative
ticket waste money confirm option confirm ticket last moment able travel even urgent,0.09999999999999999,Positive
bad dont install install please scam application dont get support rate negative option available,-0.19999999999999993,Negative
bad experience ticket application travel family ticket reason refund fund take service never cant trust platform,-0.6999999999999998,Negative
search button anywhere home page directly check choice reason check,0.1,Positive
excellent portal seldom face problem resolve promptly smooth frequent traveller since,0.5,Positive
enter way contact friendly stop,0.375,Positive
cheap rat available via care support team responsive many available check minimum,0.42500000000000004,Positive
worst application train flight dont train flight get end time worst worst worst money also percent,-1.0,Negative
horrible service driver take additional cash return trip one call service center pathetic platform please avoid,-0.7000000000000001,Negative
worst like direct flight better dont many hide flight ticket flight direct less,0.005555555555555554,Positive
even bus ticket registration number come bus number number come worst quality,-1.0,Negative
worst ever ticket station board ticket confirm sorry also refund deduct train amount disgust service third class support,-0.5,Negative
ticket still get confirmation still try log login happen try call support option cancel money still stick kind service,0.6,Positive
person respond give another less link issue coz one ever many room tell cannot get submit third time despite task worth worth visible,0.18666666666666668,Positive
unresponsive see ticket cancellation take two days respond refund say process refund possible check way either protest even communicate shall wait refund drag consumer forum,-0.05,Negative
worst ever guest goa one worst ever unhygienic dirty whats available either one help cancel check neither issue resolve post social media treat also loose even change room dont listen,-0.373931623931624,Negative
second time outstation cab time vendor available call check status receive per confirmation confirm leave highly unprofessional,0.18666666666666668,Positive
bad experience train still money work stick response easy contact number mail money please help,-0.13333333333333325,Negative
time resolution due technical furthermore direct linkage support link work still one star pathetic service,-0.25625,Negative
try cancel request refund connect support icon work due trip proper support request link work properly try reach,-0.041666666666666664,Negative
give minus rat every time login able delete well blood pressure literally,0.2,Positive
worst experience support staff also rude look easy smooth ride dont low support totally dissatisfy didnt get refund,-0.07777777777777778,Negative
unusual railway follow refund side give days refund period amount credit bank account sad team kindly request refund money thank,0.09999999999999999,Positive
didnt accept unprofessional havent receive refund even days cancellation even dont care executive resolve problem call service auto direct call ask raise ticket raise ticket time show issue resolve still didnt receive refund amount,0.1,Positive
past train ticket refund receive yet also support available mail worst experience ever much better,-0.0875,Negative
would like give star service unable resolve directly ask deal also say platform none pathetic forward recommend platform,-0.4666666666666666,Negative
good experience system didnt agree didnt refund back amount support team respond public know give money,0.2333333333333333,Positive
proper solution provide recent journey message provide query resolve trip already provide pay proper response team fully disappoint,0.0,Positive
money grabber flight august reason tell get refund days days later say resolve issue didnt receive refund second time flight decide money last minute automatically take money refund receive cheater service never dont costumer care number,0.0,Positive
pathetic experience many technical transaction provide first attempt,-0.0625,Negative
worst service take refund flight thats pandemic one point tell amount someone another issue sell two separate air one destination another,-1.0,Negative
disappointment bad experience regard flight swear go smoothly work absolutely ridiculous,-0.3083333333333333,Negative
support option work anyone option thats less multiple time try support option work,-0.08333333333333333,Negative
worst think recently train ticket amount money tell dont receive response still shame issue,-0.5,Negative
final price expect final price per statement attach care statement non shall change statement thats,0.0,Positive
please check letter carefully show adult adult eventually reflect adult even take prior wont except silly service worst say understand sorry error cant,-0.225,Negative
family partner support whenever like train bus flight fair discount felt secure stand recommend,0.55,Positive
poor option contact support loot money name,-0.4,Negative
